0,7.3003377612592875
1,7.282761179605593
2,7.296006406355613
3,7.140849161149515
4,7.091492499917254
5,7.028112775645871
6,6.686110603791663
7,6.798609831721339
8,6.836688830548277
9,7.097217943927458
10,7.011484464744614
11,6.8467305771443625
12,6.816407239522832
13,6.662621709776312
14,6.86484777797086
15,6.557204401751364
16,6.232840866683252
17,6.107245580093692
18,6.013226038889495
19,5.916471568066552
20,6.007829901194246
21,5.893576046288857
22,6.142467420644509
23,5.992713766508414
24,5.605434351638425
25,7.0519421992946345
26,6.747116933019324
27,6.411654050614528
28,7.860107894001314
29,5.604698516432302
30,5.792098555704769
31,5.591360045241914
32,6.02707297457535
33,5.5610661724546055
34,4.969813299576001
